epoch,loss,loss/beta,loss/data,loss/ic,loss/res,lr,step
,,,,,,0.0005,8536
194,0.041664864867925644,0.04993773251771927,0.01141646783798933,3.8806378142908216e-05,0.030209576711058617,,8579
,,,,,,0.0005,8580
195,0.04107080027461052,0.0499713234603405,0.011326096020638943,3.8237281842157245e-05,0.02970646321773529,,8623
,,,,,,0.0005,8624
196,0.04153389483690262,0.04992945119738579,0.011377666145563126,3.701234527397901e-05,0.030119212344288826,,8667
,,,,,,0.0005,8668
197,0.04118220880627632,0.049969181418418884,0.011379859410226345,3.830021887551993e-05,0.02976405806839466,,8711
,,,,,,0.0005,8712
198,0.04155239835381508,0.04998888447880745,0.011213124729692936,3.858763739117421e-05,0.030300680547952652,,8755
,,,,,,0.0005,8756
199,0.026718053966760635,0.04996317997574806,0.011149394325911999,3.902174285030924e-05,0.015529639087617397,,8799
,,,,,,0.0005,8800
200,0.023905109614133835,0.050018955022096634,0.010268358513712883,3.6775716580450535e-05,0.01359997596591711,,8843
,,,,,,0.0005,8844
201,0.036198221147060394,0.05001932010054588,0.009449580684304237,3.921498137060553e-05,0.026709426194429398,,8887
,,,,,,0.0005,8888
202,0.02171052247285843,0.050049975514411926,0.009679419919848442,4.093196912435815e-05,0.011990172788500786,,8931
,,,,,,0.0005,8932
203,0.023821163922548294,0.050104666501283646,0.00900542363524437,3.649992140708491e-05,0.014779238030314445,,8975
,,,,,,0.0005,8976
204,0.02229429967701435,0.05014732480049133,0.008428485132753849,3.6384208215167746e-05,0.013829429633915424,,9019
,,,,,,0.0005,9020
205,0.01987938955426216,0.05010013282299042,0.008036656305193901,3.327758167870343e-05,0.01180945709347725,,9063
,,,,,,0.0005,9064
206,0.03134305402636528,0.05007072165608406,0.0072715855203568935,3.4767934266710654e-05,0.024036696180701256,,9107
,,,,,,0.0005,9108
207,0.027779972180724144,0.05011863633990288,0.0073017822578549385,3.424866736168042e-05,0.02044394426047802,,9151
,,,,,,0.0005,9152
208,0.02318177931010723,0.05016118660569191,0.006967202760279179,4.295913458918221e-05,0.016171619296073914,,9195
,,,,,,0.0005,9196
