x,t,u_pred,u_true,error
-8.775510e-01,1.632653e-01,4.476307e-01,9.773556e-01,5.297248e-01
-8.775510e-01,1.836735e-01,4.512284e-01,9.695252e-01,5.182967e-01
-8.775510e-01,2.040816e-01,4.549459e-01,9.612543e-01,5.063084e-01
-8.775510e-01,2.244898e-01,4.587379e-01,9.527606e-01,4.940228e-01
-8.775510e-01,2.448980e-01,4.625700e-01,9.442065e-01,4.816365e-01
-8.775510e-01,2.653061e-01,4.664265e-01,9.357100e-01,4.692835e-01
-8.775510e-01,2.857143e-01,4.703037e-01,9.273545e-01,4.570508e-01
-8.775510e-01,3.061225e-01,4.741956e-01,9.191971e-01,4.450015e-01
-8.775510e-01,3.265306e-01,4.780779e-01,9.112761e-01,4.331982e-01
-8.775510e-01,3.469388e-01,4.819040e-01,9.036157e-01,4.217117e-01
-8.775510e-01,3.673469e-01,4.856218e-01,8.962292e-01,4.106074e-01
-8.775510e-01,3.877551e-01,4.891934e-01,8.891221e-01,3.999287e-01
-8.775510e-01,4.081632e-01,4.925975e-01,8.822948e-01,3.896974e-01
-8.775510e-01,4.285714e-01,4.958176e-01,8.757443e-01,3.799267e-01
-8.775510e-01,4.489796e-01,4.988316e-01,8.694646e-01,3.706331e-01
-8.775510e-01,4.693877e-01,5.016137e-01,8.634483e-01,3.618345e-01
-8.775510e-01,4.897959e-01,5.041472e-01,8.576863e-01,3.535391e-01
-8.775510e-01,5.102041e-01,5.064275e-01,8.521695e-01,3.457419e-01
-8.775510e-01,5.306122e-01,5.084559e-01,8.468878e-01,3.384320e-01
-8.775510e-01,5.510204e-01,5.102413e-01,8.418316e-01,3.315902e-01
-8.775510e-01,5.714286e-01,5.118116e-01,8.369907e-01,3.251792e-01
-8.775510e-01,5.918368e-01,5.132203e-01,8.323556e-01,3.191353e-01
-8.775510e-01,6.122449e-01,5.145417e-01,8.279169e-01,3.133751e-01
-8.775510e-01,6.326531e-01,5.158617e-01,8.236653e-01,3.078035e-01
-8.775510e-01,6.530612e-01,5.172594e-01,8.195921e-01,3.023326e-01
-8.775510e-01,6.734694e-01,5.187933e-01,8.156890e-01,2.968957e-01
-8.775510e-01,6.938776e-01,5.204863e-01,8.119482e-01,2.914619e-01
-8.775510e-01,7.142857e-01,5.223190e-01,8.083617e-01,2.860427e-01
-8.775510e-01,7.346939e-01,5.242314e-01,8.049221e-01,2.806907e-01
-8.775510e-01,7.551020e-01,5.261389e-01,8.016225e-01,2.754835e-01
-8.775510e-01,7.755102e-01,5.279517e-01,7.984563e-01,2.705045e-01
-8.775510e-01,7.959183e-01,5.295949e-01,7.954172e-01,2.658224e-01
-8.775510e-01,8.163266e-01,5.310034e-01,7.924995e-01,2.614961e-01
-8.775510e-01,8.367347e-01,5.321479e-01,7.896974e-01,2.575495e-01
-8.775510e-01,8.571429e-01,5.332260e-01,7.870057e-01,2.537796e-01
-8.775510e-01,8.775510e-01,5.346072e-01,7.844192e-01,2.498120e-01
-8.775510e-01,8.979592e-01,5.363841e-01,7.819334e-01,2.455493e-01
-8.775510e-01,9.183673e-01,5.384526e-01,7.795435e-01,2.410909e-01
-8.775510e-01,9.387755e-01,5.407608e-01,7.772455e-01,2.364847e-01
-8.775510e-01,9.591837e-01,5.432372e-01,7.750350e-01,2.317978e-01
-8.775510e-01,9.795918e-01,5.455866e-01,7.729085e-01,2.273219e-01
-8.775510e-01,1.000000e+00,5.474734e-01,7.708621e-01,2.233887e-01
-8.367347e-01,0.000000e+00,9.964086e-01,9.999855e-01,3.576875e-03
-8.367347e-01,2.040816e-02,4.915428e-01,9.999855e-01,5.084426e-01
-8.367347e-01,4.081633e-02,5.033017e-01,9.999854e-01,4.966837e-01
-8.367347e-01,6.122449e-02,5.121233e-01,9.999818e-01,4.878585e-01
-8.367347e-01,8.163265e-02,5.203478e-01,9.999409e-01,4.795932e-01
-8.367347e-01,1.020408e-01,5.282882e-01,9.997637e-01,4.714754e-01
-8.367347e-01,1.224490e-01,5.360045e-01,9.993101e-01,4.633056e-01
-8.367347e-01,1.428571e-01,5.434910e-01,9.984587e-01,4.549677e-01
-8.367347e-01,1.632653e-01,5.507408e-01,9.971408e-01,4.463999e-01
-8.367347e-01,1.836735e-01,5.577494e-01,9.953423e-01,4.375929e-01
-8.367347e-01,2.040816e-01,5.645115e-01,9.930897e-01,4.285783e-01
-8.367347e-01,2.244898e-01,5.710211e-01,9.904339e-01,4.194127e-01
-8.367347e-01,2.448980e-01,5.772723e-01,9.874365e-01,4.101642e-01
-8.367347e-01,2.653061e-01,5.832583e-01,9.841613e-01,4.009030e-01
-8.367347e-01,2.857143e-01,5.889735e-01,9.806694e-01,3.916959e-01
-8.367347e-01,3.061225e-01,5.944098e-01,9.770157e-01,3.826059e-01
-8.367347e-01,3.265306e-01,5.995612e-01,9.732485e-01,3.736873e-01
-8.367347e-01,3.469388e-01,6.044298e-01,9.694090e-01,3.649792e-01
-8.367347e-01,3.673469e-01,6.090332e-01,9.655322e-01,3.564990e-01
-8.367347e-01,3.877551e-01,6.133986e-01,9.616469e-01,3.482483e-01
-8.367347e-01,4.081632e-01,6.175430e-01,9.577765e-01,3.402334e-01
-8.367347e-01,4.285714e-01,6.214601e-01,9.539402e-01,3.324801e-01
-8.367347e-01,4.489796e-01,6.251255e-01,9.501532e-01,3.250278e-01
-8.367347e-01,4.693877e-01,6.285406e-01,9.464275e-01,3.178869e-01
-8.367347e-01,4.897959e-01,6.317714e-01,9.427726e-01,3.110012e-01
-8.367347e-01,5.102041e-01,6.348892e-01,9.391953e-01,3.043061e-01
-8.367347e-01,5.306122e-01,6.379035e-01,9.357013e-01,2.977977e-01
-8.367347e-01,5.510204e-01,6.407920e-01,9.322940e-01,2.915020e-01
-8.367347e-01,5.714286e-01,6.435512e-01,9.289762e-01,2.854250e-01
-8.367347e-01,5.918368e-01,6.461965e-01,9.257492e-01,2.795526e-01
-8.367347e-01,6.122449e-01,6.487538e-01,9.226138e-01,2.738600e-01
-8.367347e-01,6.326531e-01,6.512480e-01,9.195700e-01,2.683220e-01
-8.367347e-01,6.530612e-01,6.537004e-01,9.166172e-01,2.629169e-01
-8.367347e-01,6.734694e-01,6.561244e-01,9.137546e-01,2.576302e-01
-8.367347e-01,6.938776e-01,6.585223e-01,9.109809e-01,2.524586e-01
-8.367347e-01,7.142857e-01,6.608804e-01,9.082946e-01,2.474142e-01
-8.367347e-01,7.346939e-01,6.631648e-01,9.056935e-01,2.425287e-01
-8.367347e-01,7.551020e-01,6.653100e-01,9.031760e-01,2.378660e-01
-8.367347e-01,7.755102e-01,6.671889e-01,9.007399e-01,2.335510e-01
-8.367347e-01,7.959183e-01,6.685499e-01,8.983831e-01,2.298332e-01
-8.367347e-01,8.163266e-01,6.693568e-01,8.961035e-01,2.267467e-01
-8.367347e-01,8.367347e-01,6.703512e-01,8.938988e-01,2.235476e-01
-8.367347e-01,8.571429e-01,6.718807e-01,8.917668e-01,2.198861e-01
-8.367347e-01,8.775510e-01,6.737605e-01,8.897054e-01,2.159448e-01
-8.367347e-01,8.979592e-01,6.757843e-01,8.877122e-01,2.119280e-01
-8.367347e-01,9.183673e-01,6.777518e-01,8.857853e-01,2.080335e-01
