epoch,loss,loss/D_u,loss/D_v,loss/F,loss/bc_bottom_u,loss/bc_bottom_v,loss/bc_left_u,loss/bc_left_v,loss/bc_right_u,loss/bc_right_v,loss/bc_top_u,loss/bc_top_v,loss/data,loss/ic_u,loss/ic_v,loss/k,loss/pde_u,loss/pde_v,loss/smma,lr,step
41,0.19910253584384918,0.1374257206916809,0.031833432614803314,1.1579715013504028,9.420466085430235e-05,1.1287330380582716e-05,0.00011443913535913453,1.1533007636899129e-05,5.371121733332984e-05,1.2570779290399514e-05,9.725186100695282e-05,1.4755892152606975e-05,0.060361333191394806,0.10018289089202881,0.029860680922865868,0.9553360342979431,0.005486411042511463,0.0028014550916850567,1.1864583492279053,,2645
,,,,,,,,,,,,,,,,,,,,0.000999516950871723,2646
42,0.18441791832447052,0.15295535326004028,0.03438326716423035,1.2117828130722046,3.79025332222227e-05,2.2755746158509282e-06,4.551079837256111e-05,2.9771340450679418e-06,4.254129089531489e-05,2.2960143724048976e-06,5.465639696922153e-05,1.219584078171465e-06,0.05568552017211914,0.09777142107486725,0.029074402526021004,1.0188324451446533,0.0009494165424257517,0.0007477668114006519,1.1363563537597656,,2708
,,,,,,,,,,,,,,,,,,,,0.000999493678628027,2709
43,0.1772308200597763,0.1589386761188507,0.03443097323179245,1.2712053060531616,3.918971196981147e-05,1.7850080666903523e-06,2.5508348699077033e-05,2.2073891159379855e-06,3.94409908039961e-05,2.3332297587330686e-06,5.331826469046064e-05,1.7665222458163043e-06,0.057408466935157776,0.09235696494579315,0.02548975870013237,1.0887106657028198,0.0011619579745456576,0.0006480972515419126,1.08840012550354,,2771
,,,,,,,,,,,,,,,,,,,,0.0009994698591765804,2772
44,0.1936587244272232,0.16730457544326782,0.034482814371585846,1.3274147510528564,4.574709237203933e-05,3.4677011626627063e-06,6.061524254619144e-05,2.873968242056435e-06,7.324898615479469e-05,3.4632337246875977e-06,5.486118243425153e-05,3.1716053854324855e-06,0.059574250131845474,0.10449139028787613,0.02661900222301483,1.1436049938201904,0.002254507737234235,0.0004721680306829512,1.0436630249023438,,2834
,,,,,,,,,,,,,,,,,,,,0.0009994454925435039,2835
45,0.18268775939941406,0.18671950697898865,0.03456709533929825,1.384621500968933,4.778336005983874e-05,5.4967686082818545e-06,4.289181379135698e-05,4.9813002078735735e-06,5.303612124407664e-05,6.2604708546132315e-06,3.648114579846151e-05,6.2274389165395405e-06,0.05714644491672516,0.09507137537002563,0.026561444625258446,1.1759788990020752,0.0034158946946263313,0.00028938797186128795,1.0006142854690552,,2897
,,,,,,,,,,,,,,,,,,,,0.0009994205787555185,2898
46,0.18203233182430267,0.21984484791755676,0.034702032804489136,1.4446896314620972,8.005776180652902e-06,4.955652912030928e-06,1.1745779374905396e-05,4.289956450520549e-06,1.396027801092714e-05,5.312939720170107e-06,3.1363080779556185e-05,5.7448423831374384e-06,0.058595169335603714,0.09250739216804504,0.026090053841471672,1.2249583005905151,0.004094081465154886,0.000660269579384476,0.9596851468086243,,2960
,,,,,,,,,,,,,,,,,,,,0.0009993951178399454,2961
47,0.19897723197937012,0.25329890847206116,0.03480879217386246,1.491776466369629,5.7858098443830386e-05,5.272564521874301e-06,4.1919145587598905e-05,3.780093038585619e-06,3.154119258397259e-05,5.961775968899019e-06,6.382840365404263e-05,5.448328010970727e-06,0.062097594141960144,0.09982386231422424,0.025943690910935402,1.2808459997177124,0.010452433489263058,0.00044403219362720847,0.9216497540473938,,3023
,,,,,,,,,,,,,,,,,,,,0.0009993691098247057,3024
48,0.18476711213588715,0.28293493390083313,0.03490061312913895,1.5394469499588013,1.0080137826662394e-06,5.096828317618929e-06,2.037078274952364e-06,4.3359837036405224e-06,6.20299488218734e-06,6.3094521465245634e-06,9.56102849158924e-06,5.860062174178893e-06,0.05814163386821747,0.0987837091088295,0.026844175532460213,1.3287640810012817,0.0003964232455473393,0.0005607888451777399,0.8848056197166443,,3086
,,,,,,,,,,,,,,,,,,,,0.00099934255473832,3087
49,0.18581987917423248,0.28578847646713257,0.03513270989060402,1.5906133651733398,1.868834806373343e-05,8.082407475740183e-06,1.0129717338713817e-05,6.651052899542265e-06,4.687548425863497e-05,9.472287274547853e-06,4.049171548103914e-05,9.325044629804324e-06,0.059361714869737625,0.10002883523702621,0.02540402300655842,1.3752362728118896,0.0006282062386162579,0.0002474210923537612,0.8498563170433044,,3149
,,,,,,,,,,,,,,,,,,,,0.0009993154526099094,3150
50,0.19113875925540924,0.2914954125881195,0.03553161025047302,1.6448023319244385,4.031617208966054e-05,6.8744097916351166e-06,3.909879160346463e-05,6.426480013033142e-06,9.778034291230142e-05,8.579849236411974e-06,0.00010485635721124709,7.7812392191845e-06,0.06205013394355774,0.10058694332838058,0.026332031935453415,1.412384033203125,0.0014287078520283103,0.00042921779095195234,0.8169204592704773,,3212
,,,,,,,,,,,,,,,,,,,,0.0009992878034691948,3213
51,0.1800423115491867,0.3073292374610901,0.03591340035200119,1.7005360126495361,3.915976049029268e-05,9.489791409578174e-06,3.413276863284409e-05,7.491941687476356e-06,7.670527702430263e-05,1.0886864401982166e-05,5.536896424018778e-05,1.0487280633242335e-05,0.058722276240587234,0.09341014176607132,0.024697555229067802,1.4570649862289429,0.0027264540549367666,0.00024218283942900598,0.7850765585899353,,3275
,,,,,,,,,,,,,,,,,,,,0.000999259607346497,3276
52,0.179098442196846,0.3410301208496094,0.036748677492141724,1.7616122961044312,3.598736657295376e-05,7.303693109861342e-06,7.816577999619767e-05,7.462854227924254e-06,3.72478025383316e-05,9.586314263287932e-06,3.183738226653077e-05,7.750461918476503e-06,0.05995505675673485,0.09032414853572845,0.0249671321362257,1.503899097442627,0.0031782432924956083,0.00045853739720769227,0.7547776699066162,,3338
,,,,,,,,,,,,,,,,,,,,0.000999230864272736,3339
53,0.18991181254386902,0.3619180917739868,0.03739536553621292,1.8154418468475342,5.300702832755633e-05,6.317147381196264e-06,9.841303835855797e-05,6.998417120485101e-06,5.934192449785769e-05,9.8950667961617e-06,4.6457105781883e-05,8.252346560766455e-06,0.05953870341181755,0.1013413667678833,0.026949962601065636,1.5512548685073853,0.0012750918976962566,0.000518003071192652,0.726534366607666,,3401
,,,,,,,,,,,,,,,,,,,,0.0009992015742794327,3402
54,0.19010592997074127,0.3794131278991699,0.038115084171295166,1.876417875289917,1.486729070165893e-05,7.733804523013532e-06,1.8927199562313035e-05,7.613021352881333e-06,2.6544610591372475e-05,1.027066809911048e-05,1.2132490155636333e-05,7.720664143562317e-06,0.05907771363854408,0.09910450130701065,0.029651325196027756,1.6027230024337769,0.0013897924218326807,0.0007767598144710064,0.6997129321098328,,3464
,,,,,,,,,,,,,,,,,,,,0.0009991717373987069,3465
55,0.1854708343744278,0.3914774954319,0.03895979002118111,1.934845209121704,8.307067037094384e-05,8.052664270508103e-06,7.11372631485574e-05,7.379908311122563e-06,6.403172301361337e-05,9.728885743243154e-06,7.04140547895804e-05,7.799188097123988e-06,0.05643512308597565,0.10068073868751526,0.02642775885760784,1.6727707386016846,0.0010619430104270577,0.0005436402279883623,0.6740007996559143,,3527
,,,,,,,,,,,,,,,,,,,,0.0009991413536632782,3528
56,0.18607977032661438,0.40669235587120056,0.03978991135954857,2.001509428024292,2.8678485250566155e-05,5.349796992959455e-06,5.520082777366042e-05,5.416336989583215e-06,6.963292980799451e-05,6.925663001311477e-06,7.822084444342181e-05,7.057737093418837e-06,0.058812350034713745,0.09844916313886642,0.025895362719893456,1.734600305557251,0.0023536342196166515,0.0003127297677565366,0.6496047973632812,,3590
,,,,,,,,,,,,,,,,,,,,0.0009991104231064664,3591
57,0.1817454993724823,0.45242053270339966,0.04083678498864174,2.0627481937408447,3.738150553544983e-05,1.119631269830279e-05,4.8410583985969424e-05,1.1226890819671098e-05,4.746524427901022e-05,1.6663510905345902e-05,1.8602620912133716e-05,1.2869701095041819e-05,0.060446467250585556,0.08993427455425262,0.02596832439303398,1.7820347547531128,0.004833630286157131,0.000359001278411597,0.6262118220329285,,3653
,,,,,,,,,,,,,,,,,,,,0.0009990789457621906,3654
