epoch,loss,loss/beta,loss/data,loss/ic,loss/res,lr,step
152,0.0023774222936481237,0.1844736486673355,0.0006501302123069763,0.0001182133419206366,0.0016090794233605266,,12392
,,,,,,0.0005,12393
153,0.00188489502761513,0.17837093770503998,0.0006446854094974697,0.00012774790229741484,0.0011124612065032125,,12473
,,,,,,0.0005,12474
154,0.0016585116973146796,0.1867179125547409,0.0006074738339520991,0.00011897402873728424,0.0009320636163465679,,12554
,,,,,,0.0005,12555
155,0.001510830014012754,0.19370485842227936,0.0006083736661821604,9.656129259383306e-05,0.0008058950188569725,,12635
,,,,,,0.0005,12636
156,0.0020821744110435247,0.2031237632036209,0.0005761617794632912,0.0001700035500107333,0.0013360086595639586,,12716
,,,,,,0.0005,12717
157,0.002085710410028696,0.2152654081583023,0.0005510390619747341,0.0001307501515839249,0.0014039210509508848,,12797
,,,,,,0.0005,12798
158,0.001588639453984797,0.2245609015226364,0.0005379921640269458,0.00012311688624322414,0.0009275309275835752,,12878
,,,,,,0.0005,12879
159,0.0015903875464573503,0.23001758754253387,0.0005347774713300169,0.00010920484783127904,0.0009464051108807325,,12959
,,,,,,0.0005,12960
160,0.0019152142340317369,0.23239877820014954,0.0005393353058025241,0.00011974926746916026,0.0012561295880004764,,13040
,,,,,,0.0005,13041
161,0.0026198122650384903,0.22274693846702576,0.0005725517985410988,8.779576455708593e-05,0.0019594652112573385,,13121
,,,,,,0.0005,13122
162,0.0019090954447165132,0.21445010602474213,0.0005871957982890308,9.98468603938818e-05,0.0012220528442412615,,13202
,,,,,,0.0005,13203
163,0.0022855105344206095,0.2071455419063568,0.0005981716676615179,0.00011249454109929502,0.0015748447040095925,,13283
,,,,,,0.0005,13284
164,0.002223602496087551,0.20160840451717377,0.00060175487305969,0.00010450146510265768,0.0015173467108979821,,13364
,,,,,,0.0005,13365
165,0.0021717785857617855,0.21303236484527588,0.0005426810821518302,0.0002039781684288755,0.0014251192333176732,,13445
,,,,,,0.0005,13446
166,0.0023202132433652878,0.22452440857887268,0.0005489267641678452,9.808878530748188e-05,0.0016731990035623312,,13526
,,,,,,0.0005,13527
167,0.002828926080837846,0.22281476855278015,0.0005601128796115518,0.0001008105100481771,0.002168001839891076,,13607
,,,,,,0.0005,13608
168,0.002538722939789295,0.21364524960517883,0.0005812356248497963,0.00010171419125981629,0.0018557736184448004,,13688
,,,,,,0.0005,13689
169,0.0018861450953409076,0.21532779932022095,0.000570928503293544,0.00012556168076116592,0.0011896556243300438,,13769
,,,,,,0.0005,13770
170,0.001985587878152728,0.22052259743213654,0.0005635644192807376,9.465907351113856e-05,0.001327364705502987,,13850
,,,,,,0.0005,13851
171,0.001812409027479589,0.21534308791160583,0.0005523232975974679,0.00011951993656111881,0.0011405653785914183,,13931
,,,,,,0.0005,13932
172,0.0016457909950986505,0.22365650534629822,0.0005507086170837283,0.00011735979205695912,0.0009777223458513618,,14012
,,,,,,0.0005,14013
173,0.0018527894280850887,0.22697743773460388,0.000560744374524802,9.158148895949125e-05,0.0012004633899778128,,14093
,,,,,,0.0005,14094
174,0.0023453214671462774,0.2251306176185608,0.0005656153662130237,9.47459411690943e-05,0.001684960792772472,,14174
,,,,,,0.0005,14175
175,0.0017164525343105197,0.22634930908679962,0.0005655873683281243,0.00010382780601503327,0.0010470380075275898,,14255
,,,,,,0.0005,14256
176,0.0018098116852343082,0.22910477221012115,0.0005522735300473869,0.00010053699224954471,0.001157000893726945,,14336
,,,,,,0.0005,14337
177,0.002295865211635828,0.2334703803062439,0.0005347668775357306,0.0001086751144612208,0.0016524232923984528,,14417
,,,,,,0.0005,14418
178,0.002287757582962513,0.23527425527572632,0.000553858291823417,0.00010450035915710032,0.0016293982043862343,,14498
,,,,,,0.0005,14499
179,0.001514810835942626,0.23351319134235382,0.0005560144782066345,0.00010020336048910394,0.0008585925679653883,,14579
,,,,,,0.0005,14580
180,0.001565183512866497,0.2559833526611328,0.0005004839040338993,0.00015226191317196935,0.0009124377393163741,,14660
,,,,,,0.0005,14661
181,0.001874813111498952,0.26380717754364014,0.0004995642811991274,8.341657667187974e-05,0.0012918320717290044,,14741
,,,,,,0.0005,14742
182,0.0019514430314302444,0.2670097053050995,0.0005003669648431242,0.00010246238525724038,0.0013486136449500918,,14822
,,,,,,0.0005,14823
183,0.00199753325432539,0.270007848739624,0.0005105353775434196,9.501472231931984e-05,0.00139198312535882,,14903
,,,,,,0.0005,14904
184,0.0018944124458357692,0.2656693756580353,0.0005187660572119057,8.07705509942025e-05,0.0012948758667334914,,14984
,,,,,,0.0005,14985
185,0.0020212645176798105,0.2757212221622467,0.0004838723107241094,0.00013620546087622643,0.0014011863386258483,,15065
,,,,,,0.0005,15066
186,0.0018174663418903947,0.28297773003578186,0.00046796322567388415,0.00010188060696236789,0.0012476227711886168,,15146
,,,,,,0.0005,15147
187,0.0014406534610316157,0.29268911480903625,0.0004565733834169805,0.00010237404785584658,0.0008817055495455861,,15227
,,,,,,0.0005,15228
188,0.0016892107669264078,0.29809653759002686,0.0004532710590865463,9.391517960466444e-05,0.0011420244118198752,,15308
,,,,,,0.0005,15309
189,0.001574670197442174,0.29777586460113525,0.0004732646921183914,8.320786582771689e-05,0.001018197275698185,,15389
,,,,,,0.0005,15390
190,0.0020321193151175976,0.30019113421440125,0.00046332276542671025,9.715231863083318e-05,0.0014716441510245204,,15470
,,,,,,0.0005,15471
191,0.0013679539551958442,0.29724621772766113,0.0004566897405311465,9.019932622322813e-05,0.0008210650994442403,,15551
,,,,,,0.0005,15552
192,0.0021236862521618605,0.3039681017398834,0.0004520216607488692,0.00010073067096527666,0.0015709333820268512,,15632
,,,,,,0.0005,15633
193,0.001506724627688527,0.29998552799224854,0.00043949601240456104,8.732052810955793e-05,0.000979908392764628,,15713
,,,,,,0.0005,15714
194,0.001456343219615519,0.3089366555213928,0.00045686415978707373,8.023785630939528e-05,0.0009192413999699056,,15794
,,,,,,0.0005,15795
195,0.002648113528266549,0.30706340074539185,0.00044783842167817056,0.00011999606067547575,0.0020802791696041822,,15875
,,,,,,0.0005,15876
196,0.002653562230989337,0.30717745423316956,0.00045284847146831453,0.00013520539505407214,0.002065508859232068,,15956
,,,,,,0.0005,15957
197,0.002173065207898617,0.3052363693714142,0.00046625948743894696,7.831256516510621e-05,0.0016284927260130644,,16037
,,,,,,0.0005,16038
198,0.002220654161646962,0.2940394878387451,0.0004791152896359563,7.683296280447394e-05,0.001664706040173769,,16118
,,,,,,0.0005,16119
199,0.00171936908736825,0.28879302740097046,0.0004948647692799568,8.177109702955931e-05,0.0011427333811298013,,16199
,,,,,,0.0005,16200
200,0.002068078378215432,0.29934635758399963,0.0004650874761864543,0.00011020369856851175,0.0014927871525287628,,16280
,,,,,,0.0005,16281
201,0.001612648251466453,0.2975529730319977,0.00047676803660579026,7.788850052747875e-05,0.0010579912923276424,,16361
,,,,,,0.0005,16362
202,0.0012913908576592803,0.30993548035621643,0.00045718863839283586,8.491123298881575e-05,0.0007492909207940102,,16442
,,,,,,0.0005,16443
203,0.002192929619923234,0.31709998846054077,0.0004451369750313461,9.690957085695118e-05,0.001650883350521326,,16523
,,,,,,0.0005,16524
