epoch,loss,loss/bc_periodic,loss/ic,loss/pde_residual,loss/smma,lr,step
,,,,,,0.0009568159560924795,250000
200,0.04523026570677757,0.023679858073592186,0.0023210702929645777,0.019229352474212646,0.053651660680770874,,251249
,,,,,,0.0009563894479080501,251250
201,0.09688897430896759,0.03781198710203171,0.0021807814482599497,0.056896209716796875,0.05581352859735489,,252499
,,,,,,0.0009559609399694621,252500
202,0.07677481323480606,0.04065273329615593,0.0024410837795585394,0.03368105739355087,0.05686159059405327,,253749
,,,,,,0.000955530434156361,253750
203,0.03287709131836891,0.02753724902868271,0.002362112980335951,0.00297776167280972,0.0556623674929142,,254999
,,,,,,0.0009550979323571559,255000
204,0.04136744514107704,0.03429286926984787,0.0020692883990705013,0.005005328916013241,0.0549476221203804,,256249
,,,,,,0.0009546634364690113,256250
205,0.06245117262005806,0.0301867313683033,0.0022309289779514074,0.03003353625535965,0.0553227961063385,,257499
